Vest_ID,Age,Income,Balance,Contributions,Strategy
2712,45,145220.69,449308.74,0.05,1
2713,43,149282.84,96333.74,0.06,2
2714,39,135985.21,894144.64,0.01,2
2715,51,112775.09,169997.86,0.09,0
2716,43,69463.2,946392.2,0.04,1
2717,58,84154.45,49796.13,0.02,2
2718,50,71501.36,646195.59,0.09,2
2719,51,131116.6,897985.01,0.02,2
2720,41,48565.52,160690.24,0.05,2
2721,27,134546.8,60207.03,0.05,1
2722,54,31257.91,981113.82,0.01,0
2723,32,149825.69,953780.64,0.08,0
2724,35,141571.89,780223.92,0.04,1
2725,55,102624.52,916241.41,0.01,1
2726,62,92262.97,635848.04,0.08,1
2727,52,77224.63,231004.45,0.06,2
2728,39,134769.66,962901.62,0.07,2
2729,34,31891.42,149727.1,0.03,2
2730,36,43078.46,634426.97,0.09,2
2731,53,47771.49,99686.33,0.1,2
2732,46,128943.84,405392.53,0.04,0
2733,36,126496.41,945620.65,0.06,2
2734,58,146488.29,955071.96,0.04,2
2735,48,73588.35,513109.66,0.07,2
2736,39,36741.98,877631.77,0.07,0
2737,45,78028.04,581465.6,0.02,0
2738,58,133573.31,740150.21,0.07,2
2739,50,123294,863011.75,0.03,1
2740,43,144556.66,803970.04,0.04,0
2741,57,134705.81,858217.99,0.05,2
2742,45,39590.12,805980.61,0.03,0
2743,27,77023.95,437006.94,0.01,2
2744,25,128541.19,320331.26,0.03,1
2745,49,144056.17,960753.48,0.07,1
2746,62,32196.89,492261.86,0.02,2
2747,42,103497.48,959256.98,0.07,2
2748,42,122830.01,11478.49,0.08,0
2749,59,26760.32,962079.31,0.05,0
2750,33,54838.92,749838.46,0.07,2
2751,52,77894.03,634685.93,0.02,0
2752,63,75302.59,43929.05,0.09,0
2753,47,122089.9,195724.4,0.04,0
2754,58,129752.95,1219.54,0.05,0
2755,64,71083.87,665480.46,0.08,0
2756,29,87925.85,634515.93,0.08,0
2757,56,105161.08,791474.02,0.03,1
2758,39,79097.31,507027.23,0.04,2
2759,63,143417.71,910554.56,0.05,2
2760,58,141125.32,864297,0.04,2
2761,50,110014.9,785631.27,0.02,0
2762,25,114240.39,877255.13,0.1,2
2763,51,116832.84,833172.81,0.05,1
2764,48,75279.89,408603.91,0.01,0
2765,52,136614.17,515976.33,0.08,1
2766,49,68444.5,41497.71,0.02,0
2767,48,26420.62,149181.57,0.08,1
2768,37,45694.62,988744.37,0.02,2
2769,46,104864.83,86596.83,0.09,2
2770,64,134653.66,689913.36,0.04,0
2771,55,101615.96,44182.22,0.09,2
2772,32,28062.93,566721.7,0.03,2
2773,38,104697.66,516373.19,0.06,2
2774,30,144355.99,824145.35,0.03,1
2775,58,143313.67,364639.29,0.03,1
2776,31,135913.66,496603.01,0.09,1
2777,62,68681.82,248658.7,0.07,1
2778,63,51514.99,255808.06,0.08,1
2779,38,49567.75,494448.71,0.03,2
2780,60,135557.13,957923.71,0.05,1
2781,33,108691.49,149910.7,0.04,0
2782,55,113769.44,433489.29,0.01,2
2783,24,54293.29,398835.53,0.1,0
2784,41,62460.91,564612.72,0.1,2
2785,64,89456.97,817719.67,0.01,1
2786,30,122049.4,4242.12,0.07,1
2787,60,124693.79,518301.64,0.1,2
2788,64,105731.34,304616.33,0.01,1
2789,44,133263.92,30535.15,0.05,0
2790,45,50381.53,298088.86,0.06,2
2791,48,107602.2,559953.37,0.06,0
2792,27,137627.59,179060.7,0.06,0
2793,24,136191.71,804241.24,0.05,1
2794,31,80506.28,58122.42,0.05,0
2795,57,82168,821971.45,0.07,2
2796,53,98683.52,597287.1,0.03,0
2797,62,72624.31,433441.41,0.02,0
2798,37,108416.5,969344.51,0.09,0
2799,44,136020.05,536318.77,0.09,2
2800,49,104923.78,412168.1,0.03,1
2801,64,83863.18,782546.59,0.04,0
2802,27,38710.99,187387.39,0.05,2
2803,47,146131.32,421637.01,0.02,0
2804,25,71751.78,975461.21,0.09,2
2805,28,108389.6,433283.31,0.1,0
2806,55,49121.15,332240.08,0.04,2
2807,37,110195.56,548576.11,0.07,1
2808,53,51760.71,860130.72,0.09,2
2809,49,86782,148466.25,0.04,2
2810,47,101363.06,401435.71,0.04,1
2811,57,117209.91,440895.14,0.06,0
2812,40,91648.61,174687.07,0.02,2
2813,31,43306.07,48176.46,0.04,1
2814,58,52270.02,524879.89,0.05,2
2815,63,55146.28,789990.76,0.07,2
2816,24,40841.93,259138.74,0.1,0
2817,64,90526.12,996334.49,0.02,1
2818,53,113592.17,809814.97,0.06,2
2819,45,33962.22,601583.83,0.08,0
2820,62,83450.99,287446.93,0.02,2
2821,45,50519.23,700685.8,0.02,0
2822,48,144543.48,168170.25,0.06,1
2823,56,79512.26,428012.78,0.05,1
2824,24,39928.94,813794.61,0.09,1
2825,46,62388.89,319858.89,0.06,2
2826,51,76412.1,644126.16,0.08,1
2827,37,141730.33,632077.98,0.08,1
2828,51,69193.05,995599.12,0.06,0
2829,33,41631.87,758014.41,0.06,1
2830,39,101453.81,762155.09,0.03,1
2831,39,106444.28,975372.17,0.09,2
2832,47,104860.28,78435.62,0.08,1
2833,39,30630.98,839432.84,0.07,0
2834,54,41808.04,252627.46,0.07,1
2835,31,117634.47,383217.41,0.08,2
2836,54,115648.02,888867.38,0.04,2
2837,53,141257.88,796349.22,0.05,1
2838,64,149073.95,619064.67,0.08,2
2839,25,49653.11,295147.05,0.04,0
2840,34,65285.08,144128.53,0.07,0
2841,37,35662.09,284089.7,0.02,0
2842,60,106417.08,917918.14,0.09,0
2843,41,47053.52,244118.27,0.03,2
2844,51,62335.42,442922.28,0.04,1
2845,39,90748.4,59776.68,0.05,2
2846,62,83209.44,252473.02,0.02,2
2847,64,128005.27,202963.86,0.04,2
2848,46,31804.43,14505.46,0.09,1
2849,40,120145.95,79456.72,0.02,0
2850,44,50917.6,689345.02,0.09,2
2851,29,115791.62,672750.1,0.05,2
2852,33,71173.12,656043.75,0.04,1
2853,37,105849.79,68658.57,0.02,1
2854,60,143259.05,55545.6,0.07,2
2855,26,55610.29,63649.4,0.05,2
2856,41,79658.34,498456.32,0.01,2
2857,58,120543.18,968381.54,0.07,2
2858,33,142173.95,261558.72,0.07,0
2859,44,77709.08,110329.69,0.04,2
2860,36,25173.52,486273.47,0.07,1
2861,50,144155.11,479019.26,0.07,2
2862,45,97050.33,298250.41,0.04,2
2863,61,34348.33,626053.68,0.06,1
2864,54,117149.39,894230.69,0.05,2
2865,50,86382.9,678903.33,0.05,1
2866,29,69543.54,883051.94,0.09,0
2867,25,52106.04,302506.27,0.07,2
2868,36,141919.4,828869.33,0.02,2
2869,60,121666.81,314917.1,0.02,0
2870,59,41836.26,525651.41,0.09,1
2871,29,83465.86,911473.13,0.08,2
2872,38,69953.7,674649.11,0.02,1
2873,45,109341.63,233113.68,0.03,1
2874,47,141266.5,33522.99,0.02,0
2875,39,102733.95,805223.5,0.04,2
2876,47,51394.25,146914.44,0.09,1
2877,63,82180.11,619530.74,0.08,2
2878,28,131577.77,922031.48,0.05,2
2879,35,139801.14,438230.58,0.08,1
2880,32,118941.31,199335.11,0.05,0
2881,64,79021.78,555039.55,0.1,0
2882,26,85658.01,1026.44,0.02,2
2883,31,42803,574315.72,0.02,1
2884,48,53212.02,627384.86,0.09,0
2885,56,130546.51,994398.32,0.08,0
2886,36,86461.13,147859.94,0.04,1
2887,53,103553.29,912505.41,0.02,1
2888,60,26194.44,102596.3,0.08,1
2889,49,118087.19,574822.2,0.06,1
2890,46,47790.33,102512.18,0.04,2
2891,49,59956.62,447443.05,0.07,0
2892,35,116144.6,471919.75,0.02,0
2893,40,81446.21,216978.41,0.06,0
2894,44,79525.66,232183.41,0.04,0
2895,50,63526.91,714124.14,0.03,2
2896,62,72095.42,503150.36,0.09,1
2897,60,144114.25,439625.76,0.03,1
2898,57,27483.38,836433.94,0.07,0
2899,25,101849.43,608234.61,0.07,0
2900,63,147199.44,71424.18,0.06,0
2901,61,138153.12,570603.54,0.09,0
2902,52,121576.63,896648.69,0.02,1
2903,29,75643.81,640300.62,0.06,1
2904,37,109609.91,40208.91,0.05,2
2905,41,73661.62,887258.48,0.06,1
2906,37,96645.19,48079.57,0.08,1
2907,57,92639.1,724829.73,0.05,1
2908,41,56325.29,891571.96,0.05,1
2909,56,74828.98,897862.07,0.02,2
2910,24,129319.48,779337.85,0.05,1
2911,25,83447.42,646036.4,0.01,1
2912,36,48019.35,177114.12,0.1,2
2913,29,133281.98,765953.27,0.04,1
2914,48,58427.33,680143.69,0.03,0
2915,63,111645.19,163790.57,0.05,2
2916,64,34949,630902.98,0.08,1
2917,53,31037.61,900269.29,0.05,1
2918,54,75553.08,945647.29,0.02,1
2919,50,65895.53,661665.01,0.1,2
2920,33,144071.22,276129.39,0.03,0
2921,56,123845.64,882999.83,0.1,2
2922,25,52351.41,513081.23,0.06,0
2923,54,99424.42,897050.04,0.09,0
2924,53,68017.87,651233.26,0.02,2
2925,46,129719.88,429184.11,0.09,0
2926,59,57760.98,404071.65,0.09,0
2927,26,132990.6,874823.29,0.09,1
2928,60,105726.37,859730.97,0.08,2
2929,52,31756.79,424428.57,0.08,0
2930,60,31382.32,518171.64,0.01,0
2931,42,62331.67,343650.47,0.04,0
2932,29,137080.68,921553.41,0.08,1
2933,30,146014.09,811933.84,0.07,1
2934,58,80708.62,496568.29,0.08,0
2935,25,73367.21,443872.98,0.05,0
2936,63,93762.95,222272.65,0.07,0
2937,34,40705.91,701422.9,0.02,1
2938,34,27383.64,619659.14,0.09,0
2939,27,49963.68,337466.88,0.02,2
2940,43,147952.23,495314.23,0.08,1
2941,30,73124.57,194269.99,0.08,1
2942,37,35213.14,772060.35,0.08,1
2943,43,91248.12,128888.38,0.08,2
2944,25,41440.96,805361.68,0.05,1
2945,62,97786.03,683916.21,0.05,2
2946,35,146392.79,994431.14,0.09,1
2947,36,63954.86,474173.56,0.05,1
2948,36,116666.32,970763.54,0.02,0
2949,28,138279.95,984402.04,0.02,0
2950,27,40724.6,24023.43,0.06,1
2951,55,88665.65,690617.65,0.04,0
2952,24,121005.13,116560.01,0.05,1
2953,27,76999.27,451164.13,0.09,1
2954,50,33962.8,359197.02,0.07,0
2955,40,46627.38,641769.91,0.01,0
2956,52,33506.82,477632.47,0.04,1
2957,57,57166.22,921641.91,0.03,1
2958,26,124887.53,425378.63,0.09,2
2959,57,28452.66,445140.06,0.04,1
2960,31,117667.61,713314.58,0.02,1
2961,63,138125.18,998293.63,0.07,0
2962,41,52069.61,167559.21,0.08,0
2963,38,51817.64,328564.57,0.09,0
2964,28,112704.7,946742.1,0.06,1
2965,43,84824.98,342921.97,0.09,2
2966,53,68964.65,788536.14,0.05,1
2967,52,88854.53,726844.08,0.05,2
2968,32,100196.53,278313.23,0.02,2
2969,53,126347.52,691574.57,0.07,1
2970,50,37703.5,129462.31,0.06,0
2971,26,75498.44,535350.02,0.06,0
2972,30,116796.55,144606.82,0.04,2
2973,26,78300.1,346976.67,0.09,2
2974,42,131939.15,150081.28,0.09,0
2975,38,116204.45,330506.88,0.04,2
2976,34,145919.72,238886.05,0.08,2
2977,52,78701.16,671578.27,0.09,0
2978,43,133232.52,175930.19,0.03,1
2979,51,101327.34,539693.21,0.09,0
2980,61,41843.03,387964.06,0.07,2
2981,45,52349.7,282818.65,0.08,0
2982,34,123011.75,324214.4,0.03,2
2983,60,71448.25,686549.61,0.02,0
2984,54,137510.5,952715.11,0.02,2
2985,42,131858.41,269600.04,0.01,0
2986,36,131400.84,773587.08,0.02,2
2987,31,126485.99,609097.53,0.04,0
2988,31,148842.58,183062.84,0.07,0
2989,56,121935.01,7455.42,0.08,2
2990,52,46155.47,235544.91,0.01,0
2991,59,43088.81,633232.87,0.1,0
2992,60,63153.24,743070.21,0.01,0
2993,31,97607.2,340084.48,0.07,2
2994,57,33392.75,332446.69,0.04,0
2995,31,73360.67,859619.1,0.05,2
2996,25,143042.48,397325.49,0.03,0
2997,38,60808.08,561051.18,0.09,1
2998,45,54675.29,9969.76,0.06,2
2999,43,57223.48,976574.89,0.08,2
3000,47,89642.41,145878.54,0.1,0
